invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I939160,C895045,Toys,2,71.68,20-10-2022,Kanyon,Male,38.0,Cash
I351510,C160201,Food & Beverage,3,15.69,14-06-2022,Zorlu Center,Male,48.0,Debit Card
I119332,C278169,Cosmetics,4,162.64,16-09-2022,Kanyon,Male,48.0,Cash
I862119,C709743,Food & Beverage,5,26.15,27-01-2022,Metrocity,Female,50.0,Cash
I212519,C273931,Toys,2,71.68,10-10-2022,Emaar Square Mall,Female,59.0,Debit Card
I260086,C177500,Technology,5,5250.0,10-01-2021,Kanyon,Male,31.0,Credit Card
I165750,C392081,Cosmetics,3,121.98,26-01-2021,Cevahir AVM,Male,27.0,Credit Card
I297633,C311887,Clothing,1,300.08,08-02-2023,Viaport Outlet,Female,35.0,Cash
I152967,C744124,Clothing,2,600.16,30-03-2022,Istinye Park,Female,44.0,Credit Card
I160076,C550185,Clothing,3,900.24,30-01-2022,Metrocity,Male,47.0,Cash
I133922,C330413,Food & Beverage,1,5.23,26-03-2021,Kanyon,Female,20.0,Debit Card
I176514,C179590,Toys,4,143.36,13-04-2021,Kanyon,Male,43.0,Credit Card
I825155,C255999,Clothing,2,600.16,12-02-2021,Metrocity,Female,68.0,Credit Card
I271897,C204867,Toys,2,71.68,25-05-2021,Viaport Outlet,Male,52.0,Credit Card
I400888,C143471,Cosmetics,5,203.3,07-02-2023,Zorlu Center,Male,39.0,Debit Card
I323718,C102567,Clothing,1,300.08,12-05-2021,Metrocity,Male,29.0,Cash
I133821,C250146,Cosmetics,2,81.32,12-02-2022,Zorlu Center,Female,58.0,Cash
I134446,C661696,Technology,5,5250.0,24-01-2023,Mall of Istanbul,Female,53.0,Cash
I549884,C474588,Food & Beverage,3,15.69,02-10-2021,Forum Istanbul,Female,64.0,Debit Card
I112064,C203624,Food & Beverage,1,5.23,24-01-2023,Kanyon,Male,24.0,Cash
I352477,C320610,Clothing,5,1500.4,19-10-2022,Kanyon,Male,65.0,Cash
I267362,C144709,Clothing,3,900.24,17-04-2021,Metropol AVM,Female,23.0,Credit Card
I651687,C121513,Toys,2,71.68,25-08-2022,Mall of Istanbul,Male,60.0,Cash
I199027,C287970,Clothing,2,600.16,24-07-2022,Mall of Istanbul,Male,69.0,Debit Card
I204418,C329432,Cosmetics,1,40.66,20-12-2021,Zorlu Center,Male,18.0,Credit Card
I230057,C882218,Cosmetics,5,203.3,14-05-2021,Metrocity,Male,51.0,Credit Card
I219372,C176686,Cosmetics,4,162.64,02-04-2021,Istinye Park,Female,37.0,Cash
I257456,C632622,Technology,3,3150.0,29-11-2022,Cevahir AVM,Female,59.0,Debit Card
I225296,C198638,Food & Beverage,3,15.69,04-04-2021,Viaport Outlet,Male,24.0,Credit Card
I237248,C399332,Technology,4,4200.0,09-05-2022,Mall of Istanbul,Female,49.0,Cash
I228474,C271349,Clothing,3,900.24,19-03-2021,Zorlu Center,Male,43.0,Debit Card
I129050,C255079,Technology,3,3150.0,07-01-2022,Metrocity,Female,53.0,Cash
I242447,C170934,Clothing,2,600.16,16-05-2022,Kanyon,Female,29.0,Cash
I140537,C196044,Cosmetics,2,81.32,21-10-2022,Mall of Istanbul,Female,67.0,Credit Card
I810843,C179024,Clothing,4,1200.32,02-01-2021,Metrocity,Female,41.0,Cash
I335616,C191458,Books,3,45.45,11-01-2022,Mall of Istanbul,Female,50.0,Cash
I763903,C113451,Clothing,2,600.16,25-07-2021,Zorlu Center,Female,58.0,Debit Card
I203134,C302824,Clothing,3,900.24,04-05-2021,Kanyon,Male,26.0,Cash
I671317,C149082,Cosmetics,5,203.3,09-12-2022,Mall of Istanbul,Female,56.0,Cash
I173571,C675153,Food & Beverage,4,20.92,13-09-2022,Kanyon,Female,56.0,Credit Card
I192662,C238146,Clothing,3,900.24,21-02-2023,Istinye Park,Male,55.0,Credit Card
I907293,C617356,Toys,4,143.36,02-01-2022,Mall of Istanbul,Male,68.0,Cash
I296279,C298580,Souvenir,1,11.73,11-01-2021,Zorlu Center,Male,59.0,Credit Card
I780560,C604007,Clothing,3,900.24,30-04-2022,Metropol AVM,Female,33.0,Cash
I193565,C132871,Cosmetics,4,162.64,16-08-2022,Kanyon,Female,62.0,Cash
I233758,C325757,Clothing,3,900.24,22-01-2023,Istinye Park,Female,61.0,Cash
I978050,C176604,Food & Beverage,5,26.15,01-02-2023,Mall of Istanbul,Female,39.0,Cash
I574237,C255835,Toys,3,107.52,07-07-2021,Metrocity,Male,35.0,Debit Card
I218288,C227736,Cosmetics,4,162.64,16-11-2021,Cevahir AVM,Female,48.0,Credit Card
I920171,C212643,Shoes,2,1200.34,16-01-2022,Mall of Istanbul,Female,54.0,Debit Card
I321278,C226101,Clothing,1,300.08,31-07-2022,Kanyon,Male,18.0,Credit Card
I946492,C198219,Technology,3,3150.0,07-08-2021,Istinye Park,Male,43.0,Cash
I265839,C128031,Clothing,4,1200.32,17-10-2021,Metrocity,Female,34.0,Debit Card
I184859,C272792,Clothing,4,1200.32,17-01-2023,Mall of Istanbul,Female,29.0,Cash
I334188,C242616,Souvenir,4,46.92,06-01-2021,Mall of Istanbul,Female,50.0,Cash
I223615,C287773,Clothing,2,600.16,30-08-2021,Mall of Istanbul,Female,37.0,Cash
I750563,C174194,Food & Beverage,3,15.69,18-10-2021,Metrocity,Female,34.0,Credit Card
I283725,C991037,Shoes,5,3000.85,22-12-2021,Mall of Istanbul,Female,37.0,Cash
I190799,C108828,Clothing,2,600.16,21-03-2021,Metrocity,Male,37.0,Credit Card
I187927,C155238,Food & Beverage,3,15.69,28-06-2021,Cevahir AVM,Female,20.0,Cash
I132511,C151287,Food & Beverage,2,10.46,22-11-2021,Istinye Park,Female,25.0,Cash
I309833,C330352,Cosmetics,3,121.98,22-05-2022,Metrocity,Female,26.0,Cash
I292286,C644712,Food & Beverage,5,26.15,09-03-2021,Kanyon,Female,61.0,Cash
I280387,C190362,Clothing,1,300.08,14-08-2022,Cevahir AVM,Female,50.0,Cash
I116937,C276518,Cosmetics,3,121.98,15-09-2022,Viaport Outlet,Female,39.0,Credit Card
I156748,C536552,Shoes,3,1800.51,20-09-2021,Emaar Square Mall,Male,21.0,Cash
I888064,C275917,Cosmetics,4,162.64,05-11-2022,Kanyon,Female,38.0,Cash
I276626,C330584,Shoes,4,2400.68,27-08-2021,Mall of Istanbul,Female,56.0,Credit Card
I133952,C233646,Books,5,75.75,02-02-2023,Mall of Istanbul,Female,50.0,Cash
I277194,C207954,Souvenir,4,46.92,30-01-2021,Metrocity,Female,67.0,Debit Card
I841597,C196056,Clothing,2,600.16,12-03-2022,Istinye Park,Female,22.0,Credit Card
I273164,C213995,Clothing,2,600.16,24-09-2022,Mall of Istanbul,Male,62.0,Credit Card
I320504,C765010,Food & Beverage,5,26.15,29-03-2021,Kanyon,Female,68.0,Credit Card
I325460,C321916,Food & Beverage,5,26.15,23-05-2022,Istinye Park,Female,64.0,Credit Card
I176043,C239532,Books,2,30.3,05-09-2022,Cevahir AVM,Female,19.0,Cash
I203526,C440342,Clothing,1,300.08,16-07-2021,Mall of Istanbul,Female,30.0,Debit Card
I337611,C137689,Shoes,4,2400.68,17-01-2022,Emaar Square Mall,Female,35.0,Debit Card
I332809,C469535,Clothing,1,300.08,15-08-2022,Istinye Park,Female,51.0,Cash
I196861,C310188,Toys,2,71.68,30-08-2021,Mall of Istanbul,Female,23.0,Credit Card
I311320,C289977,Toys,5,179.2,30-06-2022,Metrocity,Male,18.0,Debit Card
I137236,C105862,Cosmetics,2,81.32,17-03-2021,Emaar Square Mall,Female,18.0,Debit Card
I198802,C261711,Food & Beverage,2,10.46,17-12-2022,Mall of Istanbul,Female,29.0,Cash
I325531,C273903,Books,2,30.3,24-02-2021,Metrocity,Female,48.0,Credit Card
I235853,C132093,Toys,3,107.52,07-12-2022,Kanyon,Male,63.0,Cash
I782749,C430623,Souvenir,3,35.19,21-02-2022,Mall of Istanbul,Female,26.0,Credit Card
I262474,C190938,Clothing,4,1200.32,23-12-2021,Forum Istanbul,Female,25.0,Debit Card
I953752,C338765,Clothing,5,1500.4,07-03-2022,Kanyon,Male,38.0,Cash
I179301,C507408,Shoes,4,2400.68,30-11-2021,Mall of Istanbul,Male,23.0,Credit Card
I298561,C545317,Toys,1,35.84,29-12-2021,Istinye Park,Female,69.0,Cash
I184490,C120404,Toys,3,107.52,12-03-2022,Emaar Square Mall,Female,33.0,Credit Card
I229390,C246959,Souvenir,3,35.19,15-02-2023,Kanyon,Female,54.0,Cash
I235821,C826270,Food & Beverage,3,15.69,11-01-2021,Istinye Park,Female,42.0,Debit Card
I225155,C267019,Shoes,5,3000.85,02-08-2021,Metropol AVM,Female,55.0,Cash
I942018,C267120,Clothing,4,1200.32,04-11-2022,Mall of Istanbul,Female,51.0,Debit Card
I312066,C291860,Food & Beverage,5,26.15,24-12-2022,Metropol AVM,Male,54.0,Credit Card
I266425,C132340,Clothing,1,300.08,04-06-2021,Cevahir AVM,Male,35.0,Cash
I218472,C236084,Clothing,3,900.24,08-09-2022,Kanyon,Female,57.0,Debit Card
I265212,C280123,Cosmetics,5,203.3,09-06-2022,Mall of Istanbul,Female,41.0,Cash
I207003,C294773,Clothing,1,300.08,15-06-2021,Metrocity,Female,66.0,Debit Card
I108125,C204887,Souvenir,5,58.65,13-03-2021,Metrocity,Female,44.0,Cash
I115607,C667578,Clothing,4,1200.32,15-05-2021,Forum Istanbul,Male,32.0,Credit Card
I983925,C198062,Cosmetics,3,121.98,09-01-2023,Metrocity,Male,36.0,Cash
I299483,C267617,Clothing,2,600.16,20-06-2022,Metrocity,Male,38.0,Cash
I115856,C326318,Cosmetics,3,121.98,16-09-2022,Kanyon,Male,32.0,Cash
I270947,C830754,Food & Beverage,4,20.92,16-09-2022,Viaport Outlet,Female,25.0,Credit Card
I233823,C822715,Food & Beverage,4,20.92,25-12-2021,Kanyon,Male,60.0,Credit Card
I301321,C106775,Clothing,5,1500.4,14-09-2022,Metropol AVM,Female,68.0,Credit Card
I139837,C184990,Souvenir,3,35.19,13-07-2022,Mall of Istanbul,Male,67.0,Credit Card
I284663,C182235,Clothing,3,900.24,27-03-2022,Emaar Square Mall,Female,67.0,Credit Card
I143821,C327130,Cosmetics,1,40.66,04-12-2021,Metrocity,Female,67.0,Credit Card
I246032,C833582,Food & Beverage,2,10.46,06-06-2021,Mall of Istanbul,Female,39.0,Credit Card
I271880,C159246,Toys,5,179.2,10-12-2022,Metrocity,Female,58.0,Cash
I292522,C155256,Clothing,1,300.08,10-03-2021,Cevahir AVM,Male,57.0,Credit Card
I196500,C287934,Clothing,5,1500.4,12-09-2021,Mall of Istanbul,Female,64.0,Credit Card
I237866,C297260,Shoes,5,3000.85,13-01-2023,Metropol AVM,Male,31.0,Credit Card
I135969,C144442,Clothing,5,1500.4,15-02-2021,Zorlu Center,Female,26.0,Cash
I732112,C159632,Food & Beverage,2,10.46,04-12-2021,Cevahir AVM,Female,63.0,Cash
I251728,C809067,Cosmetics,5,203.3,27-05-2022,Forum Istanbul,Female,68.0,Credit Card
I288293,C323229,Clothing,2,600.16,21-12-2021,Zorlu Center,Female,42.0,Cash
I201971,C305500,Cosmetics,2,81.32,18-04-2022,Cevahir AVM,Male,31.0,Credit Card
I262808,C559746,Clothing,3,900.24,08-12-2022,Kanyon,Male,19.0,Debit Card
I148577,C952467,Shoes,5,3000.85,05-01-2023,Metrocity,Female,37.0,Cash
I249148,C902190,Clothing,4,1200.32,20-09-2022,Metrocity,Female,19.0,Cash
I273172,C900938,Technology,2,2100.0,18-12-2022,Metrocity,Female,42.0,Cash
I129845,C807718,Clothing,4,1200.32,13-08-2022,Mall of Istanbul,Female,30.0,Debit Card
I645871,C578468,Cosmetics,4,162.64,02-02-2023,Zorlu Center,Female,22.0,Cash
I213045,C229387,Souvenir,2,23.46,20-01-2021,Kanyon,Female,27.0,Credit Card
I138426,C242402,Food & Beverage,3,15.69,28-06-2021,Cevahir AVM,Male,23.0,Credit Card
I208808,C298916,Souvenir,1,11.73,10-01-2021,Mall of Istanbul,Female,38.0,Credit Card
I277426,C325102,Clothing,3,900.24,25-02-2021,Istinye Park,Female,64.0,Cash
I682173,C237684,Cosmetics,3,121.98,26-04-2021,Metrocity,Female,54.0,Credit Card
I268314,C325203,Toys,5,179.2,13-09-2022,Kanyon,Male,21.0,Cash
I123918,C336809,Clothing,1,300.08,07-02-2023,Emaar Square Mall,Female,61.0,Cash
I575449,C236785,Clothing,1,300.08,13-04-2021,Mall of Istanbul,Female,43.0,Cash
I139745,C117351,Technology,2,2100.0,20-02-2023,Istinye Park,Female,69.0,Cash
I555520,C225939,Cosmetics,5,203.3,29-04-2021,Metrocity,Female,60.0,Credit Card
I233432,C180589,Cosmetics,4,162.64,10-08-2021,Kanyon,Male,39.0,Credit Card
I585456,C319412,Clothing,4,1200.32,20-10-2022,Kanyon,Female,46.0,Debit Card
I428525,C176063,Shoes,5,3000.85,01-08-2021,Kanyon,Male,61.0,Cash
I105721,C318000,Clothing,4,1200.32,13-01-2023,Kanyon,Male,42.0,Credit Card
I295363,C126315,Clothing,3,900.24,01-06-2022,Emaar Square Mall,Female,32.0,Cash
I402236,C720198,Food & Beverage,1,5.23,08-07-2022,Metrocity,Female,41.0,Cash
I238603,C103577,Clothing,2,600.16,07-02-2022,Viaport Outlet,Female,42.0,Cash
I166214,C318391,Souvenir,2,23.46,16-11-2022,Kanyon,Male,25.0,Cash
I286651,C682023,Food & Beverage,5,26.15,02-06-2021,Mall of Istanbul,Female,68.0,Cash
I227452,C251944,Clothing,4,1200.32,25-05-2022,Mall of Istanbul,Male,19.0,Cash
I400039,C719499,Clothing,3,900.24,17-05-2021,Zorlu Center,Female,65.0,Debit Card
I101185,C269338,Cosmetics,3,121.98,20-05-2022,Istinye Park,Female,60.0,Credit Card
I104505,C698742,Souvenir,3,35.19,12-06-2021,Kanyon,Female,32.0,Credit Card
I236010,C133974,Shoes,2,1200.34,04-05-2021,Kanyon,Female,48.0,Cash
I128426,C327399,Toys,3,107.52,06-05-2022,Kanyon,Male,21.0,Cash
I245580,C114800,Clothing,3,900.24,06-08-2022,Mall of Istanbul,Female,56.0,Cash
I150967,C296768,Clothing,2,600.16,11-12-2022,Cevahir AVM,Male,21.0,Cash
I156396,C182595,Food & Beverage,2,10.46,06-04-2021,Metrocity,Female,36.0,Cash
I107609,C338577,Food & Beverage,5,26.15,31-07-2022,Metropol AVM,Female,49.0,Credit Card
I312520,C256845,Clothing,3,900.24,26-01-2021,Emaar Square Mall,Male,42.0,Credit Card
I128626,C179309,Food & Beverage,4,20.92,02-03-2021,Metrocity,Male,37.0,Cash
I119685,C211689,Clothing,2,600.16,05-02-2023,Viaport Outlet,Female,44.0,Debit Card
I939386,C545894,Technology,2,2100.0,04-03-2021,Mall of Istanbul,Male,46.0,Cash
I221408,C274690,Clothing,1,300.08,28-01-2022,Zorlu Center,Male,36.0,Credit Card
I136331,C809737,Clothing,5,1500.4,05-07-2022,Metrocity,Male,26.0,Debit Card
I126694,C311661,Toys,4,143.36,28-01-2023,Istinye Park,Female,54.0,Cash
I299720,C137138,Clothing,2,600.16,15-03-2022,Metropol AVM,Female,53.0,Credit Card
I305702,C699724,Clothing,1,300.08,09-04-2021,Kanyon,Female,35.0,Credit Card
I203747,C337177,Clothing,5,1500.4,05-08-2022,Mall of Istanbul,Female,30.0,Debit Card
I240208,C129409,Clothing,1,300.08,15-06-2021,Mall of Istanbul,Male,69.0,Credit Card
I285149,C302667,Souvenir,4,46.92,01-10-2022,Kanyon,Female,65.0,Credit Card
I318091,C121400,Cosmetics,3,121.98,12-02-2022,Zorlu Center,Female,50.0,Credit Card
I806714,C241751,Clothing,4,1200.32,09-12-2022,Metrocity,Female,32.0,Debit Card
I498086,C329954,Souvenir,1,11.73,13-02-2021,Metrocity,Male,43.0,Cash
I101433,C208860,Food & Beverage,3,15.69,10-08-2022,Mall of Istanbul,Male,40.0,Credit Card
I130735,C156443,Food & Beverage,3,15.69,04-04-2021,Istinye Park,Male,69.0,Credit Card
I114739,C111679,Cosmetics,3,121.98,17-06-2021,Mall of Istanbul,Female,64.0,Debit Card
I132661,C193510,Toys,4,143.36,15-11-2021,Mall of Istanbul,Female,66.0,Cash
I733046,C227728,Clothing,2,600.16,16-11-2021,Metrocity,Female,69.0,Debit Card
I188063,C632239,Clothing,2,600.16,03-03-2023,Mall of Istanbul,Female,27.0,Cash
I526600,C180651,Books,1,15.15,25-07-2021,Istinye Park,Female,19.0,Credit Card
I338543,C963628,Clothing,2,600.16,20-10-2022,Forum Istanbul,Female,67.0,Credit Card
I230511,C205552,Shoes,2,1200.34,30-10-2021,Kanyon,Male,52.0,Credit Card
I187255,C113670,Clothing,4,1200.32,05-02-2023,Mall of Istanbul,Male,28.0,Debit Card
I700893,C135897,Souvenir,2,23.46,21-09-2021,Kanyon,Female,38.0,Debit Card
I140282,C190639,Clothing,5,1500.4,21-10-2022,Metropol AVM,Male,27.0,Cash
I302650,C205925,Food & Beverage,1,5.23,28-01-2022,Viaport Outlet,Female,68.0,Credit Card
I223446,C259706,Clothing,5,1500.4,19-10-2021,Cevahir AVM,Male,40.0,Credit Card
I173395,C249924,Clothing,2,600.16,28-06-2022,Metrocity,Male,40.0,Credit Card
I325592,C305544,Toys,5,179.2,08-01-2021,Metropol AVM,Female,57.0,Debit Card
I259898,C926896,Clothing,2,600.16,03-04-2022,Zorlu Center,Female,22.0,Debit Card
I165693,C412367,Food & Beverage,5,26.15,16-05-2021,Metrocity,Male,60.0,Cash
I105737,C185501,Books,2,30.3,02-12-2022,Mall of Istanbul,Female,18.0,Cash
I572573,C205210,Shoes,3,1800.51,30-01-2023,Metropol AVM,Female,60.0,Debit Card
I192192,C582623,Cosmetics,2,81.32,08-10-2022,Mall of Istanbul,Male,48.0,Cash
I614836,C143646,Cosmetics,5,203.3,27-11-2022,Kanyon,Male,42.0,Credit Card
I153262,C151884,Clothing,2,600.16,07-03-2023,Metrocity,Female,56.0,Credit Card
I130929,C158397,Cosmetics,1,40.66,20-09-2022,Metrocity,Male,44.0,Credit Card
I189542,C146801,Clothing,4,1200.32,14-05-2021,Viaport Outlet,Female,68.0,Credit Card
I311153,C805412,Shoes,1,600.17,22-12-2021,Mall of Istanbul,Female,60.0,Credit Card
I251242,C156154,Food & Beverage,1,5.23,14-06-2021,Kanyon,Male,56.0,Debit Card
I341437,C138609,Clothing,5,1500.4,11-04-2021,Viaport Outlet,Female,39.0,Debit Card
I239588,C548682,Shoes,5,3000.85,25-10-2022,Metrocity,Female,35.0,Cash
I159844,C190269,Toys,3,107.52,07-12-2021,Istinye Park,Female,60.0,Credit Card
I532304,C324512,Technology,2,2100.0,30-08-2022,Mall of Istanbul,Male,48.0,Credit Card
I250922,C206743,Technology,3,3150.0,18-06-2022,Kanyon,Female,23.0,Debit Card
I247538,C224073,Souvenir,2,23.46,14-10-2021,Kanyon,Female,54.0,Cash
I338605,C113943,Toys,2,71.68,25-01-2021,Emaar Square Mall,Male,31.0,Cash
I229333,C201015,Clothing,5,1500.4,08-02-2021,Istinye Park,Female,57.0,Cash
I103881,C163190,Souvenir,3,35.19,31-08-2022,Kanyon,Male,40.0,Cash
I517431,C191174,Clothing,1,300.08,15-07-2021,Kanyon,Male,49.0,Cash
I468954,C945285,Clothing,5,1500.4,05-03-2021,Viaport Outlet,Female,57.0,Debit Card
I480105,C221193,Clothing,2,600.16,01-03-2022,Istinye Park,Female,31.0,Debit Card
I203426,C278450,Clothing,5,1500.4,20-09-2021,Zorlu Center,Male,47.0,Credit Card
I232549,C291989,Food & Beverage,4,20.92,05-10-2021,Metrocity,Female,50.0,Cash
I893324,C277406,Cosmetics,1,40.66,29-03-2021,Metrocity,Female,30.0,Credit Card
I172235,C223291,Clothing,4,1200.32,07-11-2021,Metropol AVM,Female,36.0,Credit Card
I737951,C143091,Books,1,15.15,23-02-2023,Viaport Outlet,Male,29.0,Cash
I320668,C737656,Clothing,5,1500.4,30-12-2021,Metropol AVM,Male,31.0,Cash
I328185,C157787,Cosmetics,1,40.66,11-08-2021,Istinye Park,Female,56.0,Credit Card
I213763,C262982,Clothing,4,1200.32,26-02-2023,Istinye Park,Female,37.0,Cash
I606143,C210635,Clothing,4,1200.32,08-06-2022,Metrocity,Male,46.0,Credit Card
I117413,C310595,Clothing,2,600.16,16-12-2021,Mall of Istanbul,Male,56.0,Cash
I112416,C311790,Technology,4,4200.0,16-11-2022,Metrocity,Female,49.0,Credit Card
I182988,C665061,Clothing,5,1500.4,27-04-2021,Kanyon,Female,25.0,Cash
I192573,C882059,Cosmetics,3,121.98,28-12-2021,Metrocity,Female,29.0,Debit Card
I233105,C246654,Souvenir,2,23.46,05-10-2021,Metrocity,Male,47.0,Cash
I282122,C135091,Clothing,4,1200.32,08-09-2022,Metrocity,Female,65.0,Cash
I236201,C306078,Clothing,2,600.16,05-08-2022,Kanyon,Male,59.0,Credit Card
I192798,C144529,Clothing,4,1200.32,14-03-2022,Cevahir AVM,Male,23.0,Cash
I130056,C746891,Shoes,1,600.17,15-12-2022,Metropol AVM,Female,60.0,Credit Card
I895460,C230696,Food & Beverage,5,26.15,09-02-2022,Istinye Park,Male,58.0,Credit Card
I614132,C327146,Food & Beverage,2,10.46,19-12-2021,Kanyon,Female,68.0,Credit Card
I118954,C987573,Clothing,4,1200.32,20-09-2021,Viaport Outlet,Female,41.0,Cash
I282396,C119088,Cosmetics,3,121.98,10-11-2022,Istinye Park,Female,63.0,Credit Card
I184280,C215627,Shoes,2,1200.34,23-08-2021,Mall of Istanbul,Male,22.0,Cash
I218805,C567274,Clothing,2,600.16,21-02-2021,Kanyon,Male,62.0,Debit Card
I726460,C964548,Clothing,3,900.24,04-02-2021,Metropol AVM,Female,49.0,Cash
I134524,C251801,Souvenir,4,46.92,13-09-2022,Metropol AVM,Male,38.0,Cash
I237267,C310712,Cosmetics,2,81.32,21-08-2021,Metrocity,Male,49.0,Debit Card
I123592,C709983,Clothing,3,900.24,26-06-2021,Metropol AVM,Male,60.0,Cash
I311897,C146616,Shoes,4,2400.68,24-04-2022,Metrocity,Female,19.0,Credit Card
I131266,C751460,Toys,4,143.36,20-11-2022,Istinye Park,Male,28.0,Cash
I325655,C163532,Clothing,2,600.16,04-06-2021,Metropol AVM,Male,46.0,Cash
I268043,C986474,Technology,5,5250.0,06-10-2021,Metropol AVM,Male,59.0,Credit Card
I256045,C164068,Clothing,2,600.16,13-12-2021,Metrocity,Male,49.0,Cash
I272016,C251866,Food & Beverage,5,26.15,22-06-2021,Metrocity,Male,69.0,Cash
I212437,C241260,Toys,2,71.68,06-03-2023,Metropol AVM,Female,49.0,Debit Card
I148903,C132867,Toys,5,179.2,06-07-2021,Metrocity,Female,19.0,Debit Card
I128697,C856138,Books,5,75.75,23-01-2021,Forum Istanbul,Female,47.0,Debit Card
I769237,C254306,Shoes,5,3000.85,21-07-2022,Metrocity,Male,43.0,Cash
I412880,C210554,Shoes,1,600.17,16-03-2021,Metrocity,Male,38.0,Cash
I205330,C197519,Food & Beverage,1,5.23,23-01-2022,Metrocity,Female,41.0,Cash
I229246,C324614,Souvenir,3,35.19,07-08-2021,Forum Istanbul,Female,40.0,Credit Card
I179204,C822041,Clothing,2,600.16,04-07-2022,Metrocity,Female,59.0,Credit Card
I836482,C126925,Cosmetics,4,162.64,22-12-2021,Kanyon,Male,59.0,Cash
I188307,C336653,Cosmetics,5,203.3,31-03-2021,Kanyon,Male,36.0,Debit Card
I212793,C277603,Toys,1,35.84,22-11-2022,Mall of Istanbul,Male,36.0,Debit Card
I273623,C768043,Cosmetics,4,162.64,14-09-2021,Kanyon,Female,48.0,Credit Card
I168974,C129337,Food & Beverage,5,26.15,06-09-2021,Istinye Park,Female,26.0,Debit Card
I116237,C261066,Souvenir,2,23.46,24-12-2021,Kanyon,Female,66.0,Credit Card
I257596,C150500,Clothing,5,1500.4,31-05-2021,Kanyon,Female,39.0,Cash
I338518,C253740,Clothing,1,300.08,21-03-2022,Kanyon,Male,29.0,Credit Card
I116542,C123966,Toys,1,35.84,07-03-2022,Metrocity,Male,59.0,Cash
I147428,C192403,Food & Beverage,3,15.69,07-02-2023,Forum Istanbul,Female,29.0,Credit Card
I308961,C187068,Clothing,1,300.08,26-12-2021,Mall of Istanbul,Female,43.0,Debit Card
I315393,C309080,Clothing,5,1500.4,08-10-2022,Mall of Istanbul,Female,41.0,Debit Card
I784209,C312061,Cosmetics,3,121.98,17-11-2021,Metrocity,Female,33.0,Credit Card
I324526,C173979,Technology,4,4200.0,07-03-2023,Istinye Park,Male,39.0,Credit Card
I465045,C249219,Books,4,60.6,26-04-2021,Kanyon,Female,49.0,Debit Card
I498608,C322402,Clothing,1,300.08,17-09-2021,Forum Istanbul,Female,25.0,Cash
I258245,C663051,Cosmetics,5,203.3,02-12-2021,Zorlu Center,Female,59.0,Credit Card
I333609,C284405,Food & Beverage,3,15.69,31-12-2022,Metrocity,Male,35.0,Credit Card
I241328,C727904,Clothing,3,900.24,12-08-2022,Metropol AVM,Female,32.0,Credit Card
I296235,C273813,Clothing,5,1500.4,04-09-2022,Mall of Istanbul,Male,57.0,Debit Card
I312185,C271739,Toys,1,35.84,11-10-2021,Mall of Istanbul,Female,45.0,Credit Card
I251780,C278554,Technology,1,1050.0,18-01-2022,Istinye Park,Female,19.0,Credit Card
I182236,C162000,Shoes,3,1800.51,29-12-2021,Metrocity,Female,24.0,Credit Card
I170200,C116013,Clothing,3,900.24,08-02-2023,Mall of Istanbul,Female,22.0,Cash
I916921,C876606,Clothing,2,600.16,02-01-2023,Viaport Outlet,Female,59.0,Cash
I282707,C278882,Food & Beverage,2,10.46,25-04-2021,Viaport Outlet,Female,50.0,Cash
I248285,C294338,Toys,2,71.68,09-02-2021,Mall of Istanbul,Female,54.0,Cash
I280072,C239373,Toys,1,35.84,16-02-2021,Mall of Istanbul,Female,34.0,Credit Card
I145366,C278199,Shoes,3,1800.51,24-09-2022,Kanyon,Female,43.0,Cash
I339493,C245592,Toys,2,71.68,06-04-2022,Metropol AVM,Male,30.0,Debit Card
I107778,C291265,Shoes,2,1200.34,06-08-2021,Metrocity,Female,55.0,Cash
I331753,C126590,Food & Beverage,3,15.69,31-05-2021,Viaport Outlet,Female,39.0,Cash
